lemmatized_tweets,VADER_sentiment
if you want to jab your toddler under five with an experimental vaccine which the head of pfizer have blatantly state will not do a thing to protect you then god help you and your family and your poor innocent child who can not make the choice for themselves,Positive
iran reject more than donate vaccine because they be make in the us iran have return dose of coronavirus vaccine donate by poland because they be make in the united states state television report on monday iran vaccine vaccinemandate covid,Neutral
to the man or woman who tweet to I last year that I would be dead in month if I take the covid vaccine I be pleased to report that I be still alive and well hope you be the same getvaccinatednow covidisnotover,Positive
novavax eua expect toddler vaccine delay more like this covid vaccine eua research guthealth biotech,Positive
new delhi have at least new slot available between amp covishield dose dose covaxin dose dose book one now at vaccine cowin covid delhi,Neutral
  vaccinedeath can not report on cavuto bc he get the vaccine shot prior,Neutral
the pandemic be not over but thank to the incredible vaccine rollout we be one step close towards a return to normality amp finally give people back their freedom while continue to protect ourselves amp other covidisnotover,Positive
a nationwide poll have find increase opposition for the no jab no job mandate increase support for rapid antigen testing for unvaccinated kiwi so that they can keep their job covid covidteste vaccine rapidtest stopmandate dontdivideus,Positive
be that the horse one for worm yes I m sure that be it genius smh he be lucky to have survive thank to the vaccine I just have my th shoot immunocomp people do not follow internet cure we rely on science,Positive
  the say delivery be expect to start this week the covid vaccine be initially plan to be available in january but have face regulatory delay compliance procurement,Negative
physician for informed consent vaer love anti vaccine group run by several physician with suspend medical license and christopher shaw vaccineswork vaccinessavelive,Positive
alex jones show world war have begin infowar maga trump biden covid americafirst vaccine democratsaredestroyingamerica trump tosaveamerica,Negative
but million illegal alien cross usa border amp no requirement for vaccine vaccinemandate truckersnottrudeau,Negative
  st shot nd shot booster available on over product sticker tshirt pillow mug mask vaccine booster,Neutral
watch tonight and feel guilty at an individual level I know that be probably silly but this be an uncomfortable watch when sit here triple pfizere the whole world need access to the vaccine vaccine covidvaccine covax vaccineequity,Negative
nobody be ignore any death we be merely say the vaccine have some terrible sideeffect many be suffer terribly that be why I tell you to take a look at this site,Negative
  the dose ve against hospitalization with delta or omicron be gt across the entire study population moderna vaccine efficacy,Positive
physician for informed consent vaer love anti vaccine group run by several physician with suspend medical license and christopher shaw vaccineswork,Positive
  germany hope protein base covid vaccine will sway sceptic,Positive
people gather in tribute to jamal edward in acton jamaledwards vaccine wtf sbtv rip ripjamaledward podcast news realnews reallife review debate nofakenews igtvchannel youtube club club tv,Negative
infowars american journal learn how the world economic forum infiltrate government infowar maga trump biden covid americafirst vaccine democratsaredestroyingamerica trump tosaveamerica,Neutral
  getvaccinate to help fightflu,Positive
here be thing to know about the second dose of the vaccine side effect may be strong than after the first dose and immunity be not immediate like share follow,Neutral
wow it have be a year already since your inauguration and so much accomplish thank you for bring usa to the forefront vaccine climate thegreatlake cleanwater globalstability jobsforamerica summitfordemocracy globalyiakl,Positive
safely say none will be involve in the convoy on d c for the continued protest on mandate and vaccine requirement,Positive
physician for informed consent vaer love anti vaccine group run by several physician with suspend medical license and christopher shaw vaccineswork,Positive
today my wife 's family bury a nd person in a month cause of death covid please remember covidisnotover the vaccine do not eliminate death but it sure do reduce they help save someone else 's grandpa get vaccinate,Positive
wow it have be a year already since your inauguration and so much accomplish thank you for bring usa to the forefront vaccine climate thegreatlake cleanwater globalstability jobsforamerica summitfordemocracy globalyiakl,Positive
